date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,cereals and tubers,Taro,KG,actual,Retail,PHP,32.31,0.6425
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,121.38,2.4136
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,230.0,4.5734
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,5.93,0.1179
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,139.85,2.7808
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,148.62,2.9552
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,220.77,4.3899
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,127.69,2.539
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,204.8,4.0723
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,160.0,3.1815
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,322.15,6.4057
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,180.0,3.5792
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,180.0,3.5792
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,259.85,5.1669
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,84.0,1.6703
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,PHP,123.56,2.4569
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,60.0,1.1931
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,29.15,0.5796
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,27.15,0.5399
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,42.54,0.8459
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,40.77,0.8107
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,64.85,1.2895
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,37.46,0.7449
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,64.38,1.2801
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,51.46,1.0232
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,58.23,1.1579
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Carrots,KG,actual,Retail,PHP,60.85,1.21
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Choko,KG,actual,Retail,PHP,21.72,0.4319
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Coconut,KG,actual,Retail,PHP,12.8,0.2545
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,33.31,0.6623
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Ginger,KG,actual,Retail,PHP,140.46,2.7929
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,96.69,1.9226
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Papaya,KG,actual,Retail,PHP,49.33,0.9809
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,52.77,1.0493
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Squashes,KG,actual,Retail,PHP,16.22,0.3225
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,59.69,1.1869
2020-06-15,Region XI,Davao Oriental,Davao Oriental,6.956887,126.207645,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,59.69,1.1869
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,44.18,0.8785
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Rice (special),KG,actual,Retail,PHP,46.94,0.9334
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,41.6,0.8272
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,30.52,0.6069
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Semolina (yellow),KG,actual,Retail,PHP,28.4,0.5647
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Sweet potatoes,KG,actual,Retail,PHP,30.62,0.6089
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,cereals and tubers,Taro,KG,actual,Retail,PHP,49.5,0.9843
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,260.63,5.1824
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.1,0.1213
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,107.38,2.1352
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs","Fish (mackerel, fresh)",KG,actual,Retail,PHP,120.77,2.4014
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,131.88,2.6223
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,299.17,5.9488
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,115.24,2.2915
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,272.07,5.4099
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,132.19,2.6285
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,142.85,2.8405
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,167.76,3.3358
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,177.52,3.5299
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,274.46,5.4574
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,666.67,13.2562
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,81.19,1.6144
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,pulses and nuts,Groundnuts (unshelled),KG,actual,Retail,PHP,71.1,1.4138
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,52.42,1.0423
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,32.31,0.6425
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,19.68,0.3913
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,69.23,1.3766
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,58.75,1.1682
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,68.23,1.3567
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,31.81,0.6325
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,71.19,1.4156
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,75.15,1.4943
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,50.33,1.0008
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Choko,KG,actual,Retail,PHP,30.97,0.6158
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Coconut,KG,actual,Retail,PHP,18.97,0.3772
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,43.65,0.8679
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Ginger,KG,actual,Retail,PHP,167.76,3.3358
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,78.46,1.5601
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,150.46,2.9918
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Onions (white),KG,actual,Retail,PHP,100.0,1.9884
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Papaya,KG,actual,Retail,PHP,31.58,0.6279
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,29.84,0.5933
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Squashes,KG,actual,Retail,PHP,25.18,0.5007
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,59.4,1.1811
2020-06-15,Region XI,Davao del Norte,Davao del Norte,7.44996,125.80278,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,50.15,0.9972
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,52.37,1.0413
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Semolina (yellow),KG,actual,Retail,PHP,27.05,0.5379
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Sweet potatoes,KG,actual,Retail,PHP,43.39,0.8628
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Taro,KG,actual,Retail,PHP,56.43,1.1221
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,171.43,3.4088
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,330.0,6.5618
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,134.1,2.6665
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs","Fish (mackerel, fresh)",KG,actual,Retail,PHP,150.0,2.9826
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,274.44,5.457
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Fish (slipmouth),KG,actual,Retail,PHP,200.0,3.9769
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,289.64,5.7593
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,169.04,3.3612
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,167.74,3.3354
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,271.14,5.3914
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,496.67,9.8759
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,81.56,1.6218
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,29.78,0.5922
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,40.21,0.7995
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Choko,KG,actual,Retail,PHP,31.31,0.6226
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Coconut,KG,actual,Retail,PHP,23.69,0.4711
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,35.45,0.7049
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Squashes,KG,actual,Retail,PHP,27.43,0.5454
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,38.35,0.7626
2020-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,42.17,0.8385
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,44.42,0.8833
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,38.13,0.7582
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,42.62,0.8475
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,24.69,0.4909
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,cereals and tubers,Taro,KG,actual,Retail,PHP,55.0,1.0936
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,122.56,2.437
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,249.85,4.9681
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,99.08,1.9701
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs","Fish (mackerel, fresh)",KG,actual,Retail,PHP,146.46,2.9123
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,132.0,2.6247
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,178.13,3.542
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,179.09,3.5611
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (slipmouth),KG,actual,Retail,PHP,156.19,3.1057
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,248.62,4.9436
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,139.85,2.7808
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,280.0,5.5676
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,136.31,2.7104
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,190.0,3.778
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,170.0,3.3803
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,170.0,3.3803
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,245.08,4.8732
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,450.0,8.9479
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,71.0,1.4118
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,60.0,1.1931
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,40.0,0.7954
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,25.0,0.4971
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,45.08,0.8964
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,41.0,0.8153
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,56.38,1.1211
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,23.23,0.4619
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,58.69,1.167
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,50.54,1.005
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,43.85,0.8719
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Choko,KG,actual,Retail,PHP,25.29,0.5029
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Coconut,KG,actual,Retail,PHP,20.0,0.3977
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,22.06,0.4386
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Ginger,KG,actual,Retail,PHP,165.38,3.2885
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,70.0,1.3919
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Papaya,KG,actual,Retail,PHP,30.0,0.5965
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,30.0,0.5965
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Squashes,KG,actual,Retail,PHP,16.74,0.3329
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,23.62,0.4697
2020-06-15,Region XI,Davao del Sur,Davao del Sur,6.748539,125.356702,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,23.62,0.4697
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,45.28,0.9004
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,cereals and tubers,Rice (special),KG,actual,Retail,PHP,46.57,0.926
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,43.54,0.8658
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,29.57,0.588
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,cereals and tubers,Semolina (yellow),KG,actual,Retail,PHP,22.26,0.4426
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,cereals and tubers,Taro,KG,actual,Retail,PHP,41.38,0.8228
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,5.64,0.1121
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,125.0,2.4855
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,160.0,3.1815
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,279.23,5.5523
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,147.3,2.929
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (slipmouth),KG,actual,Retail,PHP,325.0,6.4624
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,300.0,5.9653
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,130.77,2.6003
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,180.0,3.5792
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,150.0,2.9826
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,170.0,3.3803
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,80.0,1.5907
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,43.69,0.8687
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,34.0,0.6761
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,40.0,0.7954
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,58.15,1.1563
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,52.62,1.0463
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,71.08,1.4134
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,32.0,0.6363
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,60.92,1.2113
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,61.54,1.2237
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,46.15,0.9177
2020-06-15,Region XII,North Cotabato,Cotabato,7.012572,125.089988,vegetables and fruits,Choko,KG,actual,Retail,PHP,17.0,0.338
