date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,15.0,0.3717
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4957
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.35,0.4548
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.35,0.4052
2000-01-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.0,0.4709
2000-01-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.0,0.4461
2000-01-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.1,0.4486
2000-01-15,Region IX,Zamboanga del Sur,Zamboanga City,6.910255,122.071715,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,16.9,0.4188
2000-01-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.4,0.5056
2000-01-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,15.6,0.3866
2000-01-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.8,0.4411
2000-01-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,14.7,0.3643
2000-01-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,14.9,0.3693
2000-01-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.6,0.4857
2000-01-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.7,0.4634
2000-01-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.1,0.4486
2000-01-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.9,0.4188
2000-01-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (white),KG,actual,Wholesale,PHP,12.1,0.2999
2000-01-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,12.55,0.311
2000-01-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Wholesale,PHP,11.4,0.2825
2000-01-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.9,0.4684
2000-01-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.4,0.4064
2000-01-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,15.35,0.3804
2000-01-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.0,0.4461
2000-01-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.0,0.3965
2000-01-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,16.5,0.4089
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,15.75,0.3877
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4923
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.35,0.4517
2000-02-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.5,0.48
2000-02-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.0,0.4431
2000-02-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.0,0.4431
2000-02-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,77.0,1.8954
2000-02-15,Region IX,Zamboanga del Sur,Zamboanga City,6.910255,122.071715,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,16.85,0.4148
2000-02-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.5,0.5046
2000-02-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.55,0.4074
2000-02-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.75,0.4369
2000-02-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,15.0,0.3692
2000-02-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4923
2000-02-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.85,0.464
2000-02-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.1,0.4455
2000-02-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.2,0.4234
2000-02-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,14.0,0.3446
2000-02-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,12.6,0.3102
2000-02-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.0,0.4677
2000-02-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,17.45,0.4295
2000-02-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,16.75,0.4123
2000-02-15,Region XI,Davao del Sur,Davao City,7.18,125.44,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,86.29,2.124
2000-02-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.1,0.4455
2000-02-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.05,0.3951
2000-02-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,16.6,0.4086
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,17.75,0.4335
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4884
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.35,0.4481
2000-03-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4884
2000-03-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.0,0.4396
2000-03-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.35,0.4969
2000-03-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.75,0.409
2000-03-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.3,0.4469
2000-03-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,15.85,0.3871
2000-03-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,15.0,0.3663
2000-03-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,Maize flour (white),KG,actual,Wholesale,PHP,14.35,0.3504
2000-03-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4884
2000-03-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,19.0,0.464
2000-03-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.15,0.4188
2000-03-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (white),KG,actual,Wholesale,PHP,12.85,0.3138
2000-03-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,14.0,0.3419
2000-03-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Wholesale,PHP,13.25,0.3236
2000-03-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.0,0.464
2000-03-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,17.65,0.431
2000-03-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.0,0.4151
2000-03-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,Maize (yellow),KG,actual,Wholesale,PHP,7.6,0.1856
2000-03-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.5,0.4518
2000-03-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.2,0.3956
2000-03-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.0,0.4151
2000-03-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,15.2,0.3712
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,18.0,0.4372
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4858
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.35,0.4457
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,108.71,2.6405
2000-04-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4858
2000-04-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.3,0.4445
2000-04-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,21.3,0.5174
2000-04-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.7,0.4056
2000-04-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.95,0.4603
2000-04-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.0,0.3886
2000-04-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.2,0.4906
2000-04-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,19.1,0.4639
2000-04-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.15,0.4166
2000-04-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,13.0,0.3158
2000-04-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Wholesale,PHP,12.1,0.2939
2000-04-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.0,0.4615
2000-04-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,17.8,0.4323
2000-04-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.0,0.4129
2000-04-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.5,0.4494
2000-04-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.05,0.3898
2000-04-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,15.5,0.3765
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,18.0,0.4283
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4759
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.35,0.4366
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.75,0.3985
2000-05-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.5,0.464
2000-05-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.25,0.4342
2000-05-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.0,0.4283
2000-05-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,97.14,2.3113
2000-05-15,Region IX,Zamboanga del Sur,Zamboanga City,6.910255,122.071715,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.85,0.4247
2000-05-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,22.35,0.5318
2000-05-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,17.25,0.4104
2000-05-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,19.55,0.4652
2000-05-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.25,0.4818
2000-05-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.9,0.4497
2000-05-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.5,0.4402
2000-05-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.65,0.42
2000-05-15,Region VII,Cebu,Cebu City,10.311111,123.891667,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,97.64,2.3232
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,15.0,0.3569
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,12.85,0.3057
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Wholesale,PHP,12.4,0.295
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.0,0.4521
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.1,0.4307
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.35,0.4128
2000-05-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.15,0.4081
2000-05-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,Maize (white),KG,actual,Wholesale,PHP,8.65,0.2058
2000-05-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.55,0.4414
2000-05-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.35,0.389
2000-05-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.0,0.4045
2000-05-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,15.7,0.3736
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,18.0,0.4187
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4652
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.35,0.4268
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.75,0.3896
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,108.82,2.5312
2000-06-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.1,0.4443
2000-06-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.1,0.421
2000-06-15,Region IX,Zamboanga del Sur,Zamboanga City,6.910255,122.071715,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.0,0.4187
2000-06-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,23.0,0.535
2000-06-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,17.6,0.4094
2000-06-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,20.75,0.4827
2000-06-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.7,0.3884
2000-06-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,16.0,0.3722
2000-06-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4652
2000-06-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,19.05,0.4431
2000-06-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.5,0.4303
2000-06-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.25,0.4012
2000-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,15.35,0.357
2000-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,12.85,0.2989
2000-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Wholesale,PHP,12.1,0.2815
2000-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.0,0.4419
2000-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,17.95,0.4175
2000-06-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,16.8,0.3908
2000-06-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.5,0.4303
2000-06-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.3,0.3791
2000-06-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.0,0.3954
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,17.2,0.3907
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.0,0.4544
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,14.604167,120.982222,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.45,0.4191
2000-07-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.9,0.4521
2000-07-15,Region III,Nueva Ecija,Palayan,15.5415,121.0848,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.9,0.4294
2000-07-15,Region IX,Zamboanga del Sur,Zamboanga City,6.910255,122.071715,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.5,0.4203
2000-07-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,23.1,0.5248
2000-07-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.0,0.4089
2000-07-15,Region VI,Iloilo,Iloilo City,10.696944,122.564444,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.05,0.3873
2000-07-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,15.2,0.3453
2000-07-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,20.8,0.4725
2000-07-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,19.3,0.4385
2000-07-15,Region VII,Cebu,Cebu City,10.311111,123.891667,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,18.9,0.4294
2000-07-15,Region VII,Cebu,Cebu City,10.311111,123.891667,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,99.83,2.2679
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (white),KG,actual,Retail,PHP,13.8,0.3135
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Retail,PHP,11.95,0.2715
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,Maize flour (yellow),KG,actual,Wholesale,PHP,11.4,0.259
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,19.4,0.4407
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,18.4,0.418
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,17.8,0.4044
2000-07-15,Region XI,Davao del Sur,Davao City,7.18,125.44,cereals and tubers,"Rice (regular, milled)",KG,actual,Wholesale,PHP,17.3,0.393
2000-07-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,Maize (white),KG,actual,Wholesale,PHP,7.5,0.1704
2000-07-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,Maize (yellow),KG,actual,Wholesale,PHP,5.85,0.1329
2000-07-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Retail,PHP,18.5,0.4203
2000-07-15,Region XII,South Cotabato,Koronadal,6.503056,124.846944,cereals and tubers,"Rice (milled, superior)",KG,actual,Wholesale,PHP,16.9,0.3839
